movie_title,year,genre,duration,director,description,avg_vote,reviews_from_users,reviews_from_critics
Kickboxer - La vendetta del guerriero,2016,"Action, Crime, Drama",90,John Stockwell,A kick boxer is out to avenge his brother.,4.9,91.0,76.0
Sister,2014,"Drama, Family",109,David Lascher,"After Susan is tragically widowed, she can no longer care for Nikki, her delinquent daughter. Nikki is sent to live with her brother Billy, and the two begin forging a healthy bond until her mental troubles persist.",6.7,7.0,
Triple Crossed,2013,"Mystery, Romance, Thriller",99,Sean Paul Lockhart,"A man is out to kill a person he swore on his best friend's death bed to protect. CHRIS JENSEN is torn between his allegiance to his fallen friend, TYLER TOWNSEND, who died in Afghanistan ...",5.0,14.0,6.0
See You in Valhalla,2015,"Comedy, Drama",82,Jarret Tarnol,"After the bizarre death of her brother, Johana Burwood must return home after four years, to face her strange siblings, her out of touch father and her very touchy past.",5.3,18.0,4.0
Ninja Apocalypse,2014,"Action, Fantasy, Horror",84,Lloyd Lee Barnett,"Framed for assassinating the Grandmaster, the Lost Ninja Clan must battle their way up an underground nuclear bunker filled with hordes of supernatural enemies, mutants and flesh eating ...",3.1,17.0,24.0
Mister Scrooge to See You,2013,Adventure,117,Steven F. Zambo,One year after the classic Dickens' A Christmas Carol Ebenezer Scrooge finds himself on a new journey. Once again he is visited by Jacob Marley. This time Scrooge is sent on an adventure ...,4.5,11.0,2.0
Adopting Trouble,2016,Comedy,98,Lee Gardner,"Unable to have kids, Nick an ex-con and Maryann a hard core christian, resort to the extreme to become parents. They kidnap a woman going in for an abortion and force her to have her baby for them.",4.0,4.0,
Advantageous,2015,"Drama, Family, Sci-Fi",90,Jennifer Phang,"In a near-future city where soaring opulence overshadows economic hardship, Gwen and her daughter Jules do all they can to hold on to their joy together, despite the instability surfacing in their world.",6.2,57.0,22.0
Curveball,2015,"Drama, Sport",109,Brandon Thaxton,Curveball is the coming of age story of a boy named Nolan as he faces several challenges in his life which he must learn to conquer without the help of his mother or counselor.,5.3,1.0,4.0
Drunktown's Finest,2014,Drama,95,Sydney Freeland,"Three young Native Americans - an adopted Christian girl, a rebellious father-to-be, and a promiscuous transsexual - strive to escape the hardships of life on an Indian reservation.",6.9,8.0,28.0
Blue Family,2014,"Drama, Thriller",94,"Guillermo Iván, Ben Loggins","Blue Family is the story, inspired by actual events, of three women kidnapped and held captive in a basement for years, fighting for freedom with immense hope and faith even when it seemed impossible.",4.9,1.0,
Memphis,2013,Drama,75,Tim Sutton,"A strange singer with God-given talent drifts through his adopted city of Memphis with its canopy of ancient oak trees, streets of shattered windows, and aura of burning spirituality. ...",5.4,7.0,30.0
Lonely Boys,2016,"Comedy, Drama, Romance",90,Daniel Hendricks Simon,"Broke and brokenhearted, best friends Jules and Saul stagger through a weekend desperately trying to hold onto their sanity--and each other.",3.7,5.0,2.0
The American Side,2016,"Drama, Mystery, Thriller",90,Jenna Ricker,"Following a mysterious suicide at Niagara Falls, a low-rent detective unravels a conspiracy to build a revolutionary invention by enigmatic scientist, Nikola Tesla.",5.4,37.0,14.0
Cymbeline,2014,Drama,98,Michael Almereyda,A gritty story of a take-no-prisoners war between dirty cops and an outlaw biker gang. A drug kingpin is driven to desperate measures.,3.7,32.0,49.0
Helicopter Mom,2014,Comedy,81,Salomé Breziner,"Maggie Cooper thinks it would be really cool if her son Lloyd were gay. So cool, in fact, that she outs him to the entire school.",5.5,40.0,14.0
Echoes of War,2015,"Drama, Thriller, Western",100,Kane Senes,"A Civil War veteran returns home to the quiet countryside, only to find himself embroiled in a conflict between his family and the brutish cattle rancher harassing them.",5.4,38.0,7.0
Camp Blood First Slaughter,2014,"Horror, Thriller",72,Mark Polonia,A group of students on a class assignment travel to the infamous Camp Blood woods in the hopes of debunking a local legend.,2.5,8.0,16.0
Camp Takota,2014,Comedy,95,"Chris Riedell, Nick Riedell","With her personal and professional life in shambles, Elise ends up having to take a job as a counselor at her old summer camp. There, she reunites with two estranged friends who attended ...",6.8,28.0,11.0
Holden On,2017,"Biography, Drama",102,Tamlin Hall,"Holden, a small-town football player, fights to keep his mental illness a secret at all costs. Based on a true story.",6.9,3.0,7.0
Deadly Signal,2016,"Crime, Drama, Horror",75,Brianne Davis,"When a women's husband is brutally murdered and castrated, she enlists the help of a paranormal expert to analyze strange phone calls from his phone and her investigations lead her to a ...",4.0,2.0,2.0
Sector 4,2014,"Action, War",91,Olivier Gruner,"An elite band of mercenaries is caught behind enemy lines and left for dead. When their mission leader escapes war torn Sector 4, he pledges to return, leaving ""No One Left Behind.""",2.3,5.0,4.0
Gallows Road,2015,Drama,104,Bill McAdams Jr.,Loss and heartbreak challenges one man to forgive the unforgivable.,5.0,4.0,2.0
Manhattan Nocturne,2016,"Crime, Drama, Mystery",113,Brian DeCubellis,A reporter becomes involved with a mysterious woman while investigating her late husband's death.,6.2,51.0,32.0
House of Manson,2014,"Crime, Drama, Thriller",98,Brandon Slagle,An unflinching chronicle of Charles Manson's life leading up to the orchestration of the Tate and LaBianca murders..,4.9,20.0,41.0
Available,2016,"Drama, Thriller",73,Les Mahoney,"James Kane receives an unexpected invitation to attend Oktoberfest from an old girlfriend in Germany, and is soon plunged into the nightmare world of modern espionage where he must confront the demons of his past if he is to survive.",6.6,2.0,
Flashes,2014,"Drama, Sci-Fi, Thriller",101,Amir Valinia,"John Rotit is quite happy, with a loving wife. Moments later, he's a rock star shooting up heroin. And after that...he's something far more sinister. John unwillingly moves between three ...",4.9,7.0,5.0
Private Number,2014,"Horror, Mystery, Thriller",95,LazRael Lison,"A series of cryptic phone messages and visions haunt a writer while he struggles to finish a novel. As they increase in intensity, he loses his grip on reality, eventually obsessing over an...",4.7,9.0,11.0
WNUF Halloween Special,2013,"Comedy, Horror",83,"Chris LaMartina, James Branscome","Originally broadcast live on October 31, 1987, the 'WNUF Halloween Special' is a stunning expose of terrifying supernatural activity that unfolded at the infamous Webber House, the site of ...",6.6,18.0,20.0
Midnight Sex Run,2015,"Action, Adventure, Comedy",100,"Ted Beck, Jordan Kessler",Two men are sent on a quest to save their dads in 24 hours.,1.5,5.0,1.0
"Like Sunday, Like Rain",2014,"Drama, Music",104,Frank Whaley,"Surrounded by wealth and living with abundant resources in Manhattan, 12-year-old cello prodigy Reggie, lives a solitary life lacking only frequently absent parents and friends. Estranged from family, having slacker boyfriend troubles, and fired from her waitressing job, sometimes musician 23-year-old Eleanor needs a new place to live and a new job.",6.9,36.0,14.0
Il sangue di Cristo,2014,"Comedy, Romance, Thriller",123,Spike Lee,An anthropologist awakes with a thirst for blood after an assistant stabs him with a cursed dagger.,4.2,15.0,51.0
Hectic Knife,2016,"Action, Comedy, Horror",82,Greg DeLiso,"A put upon, knife wielding vigilante, Hectic Knife protects the city from scum, baddies and a new super villain bent on world domination, Piggly Doctor.",5.7,11.0,86.0
Believe Me,2014,"Comedy, Drama",93,Will Bakke,"Desperate, broke, and out of ideas, four college seniors start a fake charity to embezzle money for tuition.",5.0,16.0,39.0
American Poltergeist,2015,"Horror, Thriller",78,Michael Rutkowski,"Horrific visions torment Taryn when she, her brother and college pals move into an infamous old house. Then, her bloody hallucinations become all too real.",2.1,104.0,5.0
What Lola Wants,2015,"Action, Drama, Romance",81,Rupert Glasson,"Seventeen year old LOLA FRANKLIN runs away from home but allows the world to believe she has been kidnapped. Intent on making her way across country, she meets a boy (MARLO) her age in a ...",4.9,3.0,1.0
Cloud,2014,"Comedy, Family",82,Stephen Langford,"Left home alone with his dog Harry, young Ray finds himself in a bit of trouble when Harry gets loose in the suspicious neighbor's house and accidentally knocks over a top-secret invisibility potion.",2.2,7.0,3.0
Road Hard,2015,Comedy,98,"Adam Carolla, Kevin Hench","Following an expensive divorce and the cancellation of his TV show, a stand-up comic is forced to go back on the road to provide for his daughter.",6.1,18.0,14.0
Sins of Our Youth,2014,"Drama, Thriller",93,Gary Entin,Sins of Our Youth is the story of four teenagers who accidentally murder a younger boy while shooting off assault weapons recreationally and the perilous decisions they make in the wake of the murder.,5.3,8.0,2.0
American Beach House,2015,Comedy,90,Straw Weisman,"What happens when six lucky strangers, three handsome young guys and three beautiful sexy young women, from all over the world, win a random contest-- an all expenses paid trip to an ...",2.3,13.0,1.0
8 Days,2014,"Drama, Thriller",90,Jaco Booyens,"After sneaking to a party with her friends, 16-year-old Amber Stevens goes missing. Forced into the world of sex trafficking, her family and community fight to get her back. Inspired by actual events.",4.6,12.0,
Salomé,2013,Drama,81,Al Pacino,"The Biblical story of Salomé, a girl who agrees to perform the ""dance of the seven veils"" in return for John the Baptist's head on a silver platter.",6.5,6.0,8.0
Where the Devil Dwells,2016,"Horror, Thriller",81,Marc-Andre Samson,"In 1989, the schizophrenic son of a serial killer is remanded to house arrest after attacking a man, but when his allegedly-slain father reappears to him and threatens to resume killing, he...",4.7,3.0,2.0
All Stars,2014,Comedy,98,Lance Kinsey,"""ALL-STARS"" follows a girls' 10-year-old fastpitch softball team and their families through a recreation league season that culminates in the selection of the coveted 10-and-under All-Star ...",6.4,4.0,1.0
Don't Kill It - Il cacciatore di demoni,2016,"Action, Comedy, Fantasy",83,Mike Mendez,An ancient demon terrorizes a tiny Mississippi town.,5.2,50.0,64.0
Starcrossed,2014,"Drama, Romance, Thriller",78,Chase Mohseni,A down on his luck writer encounters a mysterious woman and over the course of one memorable night rewrites his future.,3.8,5.0,1.0
The Heart Machine,2014,"Drama, Thriller",85,Zachary Wigon,"A man begins to suspect that his long-distance girlfriend whom he met on the Internet has been living in the same city as him, and he sets out looking for her.",5.9,7.0,29.0
Nowhereland,2016,Drama,95,Robin Bain,"A teenage girl, whose mother is at the end of her career as a sex escort, has to find a way to make money to support them both in Los Angeles.",7.0,67.0,1.0
The Snow Queen,2013,"Action, Adventure, Fantasy",90,Rene Perez,"A mysterious presence has threatened humanity for hundreds of years as it lurks in the frozen wastes people avoid. It takes two groups of adventurers, separated in time, to defeat her and the army of demons and monsters she can summon.",2.4,3.0,3.0
Curtain,2015,"Horror, Mystery, Sci-Fi",74,Jaron Henrie-McCrea,"A burnt-out ex-nurse in search of a new life moves into a new apartment, but a strange portal in her bathroom wall threatens to destroy any sense of normality.",4.7,6.0,33.0
Stockholm,2017,"Drama, Thriller",99,Corynn Egreczky,"A kidnapping leads to a love affair and complicates meaning for a young woman, a kidnapper, and a police detective in pursuit.",4.6,17.0,
Take Care,2014,"Comedy, Drama, Romance",94,Liz Tuccillo,"After being hit by a car, a woman comes home to realize her friends don't really want to take care of her. Desperate for help, she turns to an unlikely source.",6.1,15.0,7.0
Shark Exorcist,2015,"Action, Comedy, Fantasy",71,Donald Farmer,A demonic nun unleashes holy hell when she summons the devil to possess a great white shark.,1.3,38.0,16.0
Little Feet,2013,Drama,60,Alexandre Rockwell,"A couple of young kids living in Los Angeles (played by Rockwell's children Nico and Lana), decide that they want to see ""the river."" Setting out alone, their encounters along the way ...",6.5,,5.0
